architecture,rows,processed_rows,clusters_found,extraction_time_seconds,kmeans_time_seconds,internal_total_time_seconds,total_time_seconds,cluster_0_count,cluster_1_count,cluster_2_count,cluster_3_count
weakly_coupled,50000,50000,4,0.09239840507507324,0.06621098518371582,0.0,0.1590135097503662,36627,9697,852,2824
weakly_coupled,100000,100000,4,0.13941454887390137,0.03685617446899414,0.0,0.17701053619384766,72802,5850,19537,1811
weakly_coupled,250000,250000,4,0.28682398796081543,0.12235665321350098,0.0,0.41054821014404297,49651,4540,180643,15166
weakly_coupled,500000,500000,4,0.6287484169006348,0.18368268013000488,0.0,0.8163268566131592,99377,9420,30724,360479
weakly_coupled,750000,750000,4,0.9514563083648682,0.24283933639526367,0.0,1.1975915431976318,544554,44242,13403,147801
weakly_coupled,1000000,1000000,4,1.7013890743255615,0.34665751457214355,0.0,2.052128791809082,724513,59752,198028,17707
