architecture,rows,total_time_seconds
tightly_coupled,50000,1.7274093627929688
tightly_coupled,100000,12.337289571762085
tightly_coupled,250000,27.760672092437744
tightly_coupled,500000,56.81352925300598
tightly_coupled,750000,96.83728432655334
tightly_coupled,1000000,119.55692386627197
